Site,Parameter,Date (LT),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/23/2015,2015,12,23,22,209.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/23/2015,2015,12,23,23,115.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,0,119.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,1,101.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,2,92.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,3,90.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,4,94.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,5,102.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,6,183.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,7,229.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,8,216.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,9,209.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,10,195.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,11,177.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,12,141.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,13,144.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,14,136.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,15,116.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,16,122.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,17,111,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,18,113,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,19,141.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,20,155.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,21,164.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,22,188.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/24/2015,2015,12,24,23,154.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,0,119.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,1,75.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,2,85.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,3,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,4,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,5,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,6,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,7,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,8,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,9,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,10,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,11,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,12,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,13,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,14,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,15,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,16,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,17,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,18,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,19,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,20,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,21,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,22,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/25/2015,2015,12,25,23,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,0,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,1,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,2,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,3,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,4,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,5,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,6,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,7,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,8,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,9,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,10,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,11,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,12,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,13,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,14,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,15,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,16,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,17,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,18,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,19,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,20,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,21,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,22,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/26/2015,2015,12,26,23,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,0,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,1,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,2,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,3,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,4,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,5,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,6,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,7,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,8,50.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,9,58,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,10,34.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,11,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,12,32.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,13,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,14,36.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,15,48.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,16,52.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,17,67.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,18,54.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,19,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,20,47.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,21,56.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,22,63.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2015,2015,12,27,23,77.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,0,71.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,1,65.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,2,82.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,3,89.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,4,81.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,5,59.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,6,65.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,7,65.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,8,79.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,9,89.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,10,80.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,11,74.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,12,81.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,13,84.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,14,80.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,15,70.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,16,78.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,17,85.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,18,75.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,19,85.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,20,99.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,21,102.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,22,97.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2015,2015,12,28,23,94.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,0,88.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,1,81.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,2,75.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,3,78.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,4,67.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,5,70,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,6,69.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,7,59.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,8,54,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,9,56,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,10,55.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,11,48,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,12,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,13,35.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,14,32.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,15,25.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,16,34.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,17,36.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,18,25.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,19,35.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,20,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,21,38.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,22,36.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2015,2015,12,29,23,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,0,26,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,1,27.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,2,18.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,3,22.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,4,24.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,5,21.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,6,26,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,7,26.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,8,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,9,30.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,10,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,11,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,12,-999,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,13,17.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,14,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,15,21.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,16,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,17,29.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,18,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,19,38.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,20,31.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,21,33.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,22,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2015,2015,12,30,23,40.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,0,44,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,1,45.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,2,51,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,3,51.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,4,53.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,5,44.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,6,43,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2015,2015,12,31,7,45.4,UG/M3,1 Hr,Valid
